stat_name,stat_value,file
mean_leaf_depth,6.530769230769231,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run2_rep0_tr_summary_stats.csv
mean_bl,0.010425232787209303,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run2_rep0_tr_summary_stats.csv
mean_int_bl,0.0063647485453125,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run2_rep0_tr_summary_stats.csv
mean_ext_bl,0.014423248040769231,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run2_rep0_tr_summary_stats.csv
mean_divergence,0.05223414866826373,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run2_rep0_tr_summary_stats.csv
mean_diversity,0.07805470247618622,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run2_rep0_tr_summary_stats.csv
divergence_slope,2.8412458248567058e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run2_rep0_tr_summary_stats.csv
diversity_slope,3.348665161101051e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run2_rep0_tr_summary_stats.csv
transition_score,6.090909090909091,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run2_rep0_tr_summary_stats.csv
stat_name,stat_value,file
mean_leaf_depth,9.138461538461538,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run3_rep0_tr_summary_stats.csv
mean_bl,0.00985534927081712,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run3_rep0_tr_summary_stats.csv
mean_int_bl,0.00704208114488189,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run3_rep0_tr_summary_stats.csv
mean_ext_bl,0.012603695824615384,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run3_rep0_tr_summary_stats.csv
mean_divergence,0.06458880566165824,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run3_rep0_tr_summary_stats.csv
mean_diversity,0.07640699565799987,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run3_rep0_tr_summary_stats.csv
divergence_slope,4.1579829621652277e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run3_rep0_tr_summary_stats.csv
diversity_slope,3.9391010439382285e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run3_rep0_tr_summary_stats.csv
transition_score,5.2727272727272725,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run3_rep0_tr_summary_stats.csv
stat_name,stat_value,file
mean_leaf_depth,9.546153846153846,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run4_rep0_tr_summary_stats.csv
mean_bl,0.009044838985603113,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run4_rep0_tr_summary_stats.csv
mean_int_bl,0.005930443265354331,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run4_rep0_tr_summary_stats.csv
mean_ext_bl,0.012087364035384615,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run4_rep0_tr_summary_stats.csv
mean_divergence,0.05380000087612924,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run4_rep0_tr_summary_stats.csv
mean_diversity,0.06484849672920164,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run4_rep0_tr_summary_stats.csv
divergence_slope,3.3625343164717926e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run4_rep0_tr_summary_stats.csv
diversity_slope,2.6610702292287358e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run4_rep0_tr_summary_stats.csv
transition_score,5.181818181818182,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run4_rep0_tr_summary_stats.csv
stat_name,stat_value,file
mean_leaf_depth,6.484615384615385,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_tr_summary_stats.csv
mean_bl,0.009326592252713178,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_tr_summary_stats.csv
mean_int_bl,0.00670904078515625,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_tr_summary_stats.csv
mean_ext_bl,0.011903873697692307,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_tr_summary_stats.csv
mean_divergence,0.04969361569185606,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_tr_summary_stats.csv
mean_diversity,0.06927750621594211,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_tr_summary_stats.csv
divergence_slope,2.712765478240485e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_tr_summary_stats.csv
diversity_slope,2.5901799646752428e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_tr_summary_stats.csv
transition_score,5.181818181818182,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_tr_summary_stats.csv
stat_name,stat_value,file
mean_leaf_depth,9.669230769230769,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run6_rep0_tr_summary_stats.csv
mean_bl,0.007648056531007752,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run6_rep0_tr_summary_stats.csv
mean_int_bl,0.00468903945546875,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run6_rep0_tr_summary_stats.csv
mean_ext_bl,0.010561550266923077,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run6_rep0_tr_summary_stats.csv
mean_divergence,0.04291107737098808,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run6_rep0_tr_summary_stats.csv
mean_diversity,0.053864397384150484,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run6_rep0_tr_summary_stats.csv
divergence_slope,2.706059264609678e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run6_rep0_tr_summary_stats.csv
diversity_slope,2.690312943180251e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run6_rep0_tr_summary_stats.csv
transition_score,5.181818181818182,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run6_rep0_tr_summary_stats.csv
stat_name,stat_value,file
mean_leaf_depth,8.830769230769231,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run7_rep0_tr_summary_stats.csv
mean_bl,0.009831974375968992,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run7_rep0_tr_summary_stats.csv
mean_int_bl,0.0077813573640625,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run7_rep0_tr_summary_stats.csv
mean_ext_bl,0.011851043433846154,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run7_rep0_tr_summary_stats.csv
mean_divergence,0.06212040335982906,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run7_rep0_tr_summary_stats.csv
mean_diversity,0.0949720548495215,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run7_rep0_tr_summary_stats.csv
divergence_slope,3.663091631302904e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run7_rep0_tr_summary_stats.csv
diversity_slope,5.262166423205864e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run7_rep0_tr_summary_stats.csv
